date,value
20070325,2
20101203,3
20081110,2
20120419,2
20170603,4
20190831,4
20080115,2
20170122,3
20140718,1
20070614,1
20171019,3
20150806,2
20121219,1
20190913,2
20140105,1
20161126,3
20080716,5
20150908,4
20140222,1
20201110,3
20120917,4
20091001,3
20070416,1
20080313,2
20140925,3
20201226,4
20151024,5
20071204,1
20200216,1
20130719,2
20060306,4
20100314,4
20170717,2
20081016,1
20130614,3
20090511,3
20140326,4
20190813,4
20190604,4
20110601,3
20130830,5
20180806,3
20101217,2
20190711,1
20170509,1
20090414,1
20170801,1
20180608,2
20090701,5
20170929,5
20061212,3
20150121,2
20070918,3
20060809,6
20180529,3
20110515,5
20090826,1
20140824,3
20080212,2
20111122,4
20170129,2
20171126,1
20200210,1
20080229,5
20131016,2
20190101,3
20120901,4
20190627,3
20161009,2
20101015,2
20190403,1
20171206,2
20180917,3
20190218,2
20181224,1
20131207,4
20070131,2
20140510,3
20170319,1
20120604,1
20131127,2
20180815,2
20171116,1
20170913,2
20100611,2
20070430,3
20130115,2
20160419,1
20090625,6
20070320,1
20180317,3
20140220,1
20170118,1
20181103,2
20151002,1
20110604,3
20150721,3
20180307,1
20060901,1
20180206,1
20141127,2
20111228,1
20100423,2
20141026,2
20131228,2
20061114,2
20160922,1
20080310,1
20121017,2
20170312,2
20201130,3
20081106,2
20150212,1
20070405,3
20130726,1
20110216,3
20181214,1
20120202,3
20150917,1
20130314,1
20190611,1
20100506,4
20120626,1
20111027,1
20180401,1
20110420,1
20151106,2
20150305,1
20140613,1
20090401,3
20180812,3
20160917,4
20171221,4
20121021,3
20130503,3
20160424,2
20181011,1
20150103,2
20130218,1
20080613,2
20171027,3
20070907,1
20131119,1
20160908,1
20121210,5
20160708,2
20170609,4
20170112,1
20190626,2
20110103,1
20110221,2
20180108,1
20100307,3
20070106,1
20181115,2
20071018,4
20120618,4
20080714,1
20170920,2
20110326,3
20180831,3
20170807,2
20190509,2
20200205,3
20180325,2
20141111,2
20120710,2
20091023,2
20130204,1
20090820,4
20190529,1
20100217,1
20180721,2
20180123,2
20160501,2
20171223,3
20100817,2
20130119,2
20131030,3
20060818,6
20080919,1
20070330,1
20180302,1
20090919,3
20190324,1
20070116,2
20151110,1
20170227,2
20150214,1
20170508,2
20070715,2
20191129,2
20160106,2
20161124,3
20170115,4
20151209,2
20060522,3
20161229,2
20141226,2
20110913,1
20200418,1
20140520,2
20101116,2
20191121,2
20080110,2
20150407,2
20191225,3
20111018,4
20161218,1
20150731,3
20120129,3
20061011,2
20090930,2
20180720,4
20070420,3
20181223,2
20100115,5
20120220,1
20160830,3
20141106,1
20110413,1
20181124,1
20090713,3
20130929,3
20060317,2
20190410,2
20071229,2
20161026,1
20190520,2
20190502,3
20060409,1
20190214,1
20160203,1
20121225,2
20090901,2
20170825,2
20181222,3
20090506,1
20070813,1
20141114,1
20170623,2
20110926,2
20130327,2
20060607,3
20201125,2
20070207,1
20171117,1
20180412,2
20060508,3
20120120,2
20070904,2
20061113,3
20110120,1
20180311,1
20170306,1
20080122,2
20081001,3
20200109,2
20171125,1
20150727,1
20161222,1
20141211,1
20160126,1
20060111,2
20130221,1
20190409,2
20090708,4
20150714,1
20090220,1
20080213,1
20161216,1
20170420,2
20161103,1
20191115,2
20080801,3
20060208,2
20170307,1
20100426,5
20200202,2
20160130,4
20130814,2
20150301,2
20180918,2
20100414,1
20151013,2
20160506,1
20080910,2
20190227,1
20140109,1
20090108,2
20190128,2
20130905,3
20200524,4
20071227,2
20160312,2
20180706,3
20170727,2
20100326,3
20181205,3
20080206,2
20081022,3
20070204,1
20061105,3
20160104,1
20070328,3
20180906,2
20180724,1
20160711,1
20190828,2
20170901,1
20071119,1
20071228,1
20180417,3
20171218,3
20171123,1
20181125,3
20180512,1
20130918,1
20190406,2
20110415,1
20090606,5
20181129,1
20131219,2
20100205,2
20130626,1
20200926,3
20170724,1
20100119,1
20120816,3
20150929,2
20130403,1
20161224,1
20171209,2
20151220,3
20160122,1
20150116,1
20060314,1
20170311,1
20061104,1
20140508,3
20130414,2
20120314,1
20121203,1
20121209,3
20150903,1
20160321,1
20190901,1
20180226,1
20150515,1
20100410,2
20151003,1
20170202,1
20091003,1
20070108,2
20090709,1
20070409,2
20091208,1
20110517,2
20101214,1
20080320,1
20140303,1
20161013,2
20201216,6
20110719,1
20191211,1
20180620,1
20200209,3
20110513,2
20180128,4
20131229,3
20101115,1
20140911,3
20180802,1
20160306,2
20120828,3
20130808,1
20100727,2
20180626,1
20110117,2
20070831,3
20080512,1
20150109,1
20110302,1
20130524,2
20061208,1
20180129,1
20200506,1
20171228,2
20190424,3
20181020,2
20160525,2
20070125,1
20061129,2
20150207,2
20190427,2
20180315,1
20131025,1
20091204,1
20130121,1
20060112,2
20120103,2
20120625,2
20110722,2
20191228,3
20170923,1
20120115,1
20190618,1
20131009,1
20071022,2
20200116,2
20120228,1
20130418,1
20140108,2
20120412,1
20150922,3
20190911,3
20121029,2
20110514,3
20071026,2
20191105,2
20100510,2
20090410,2
20150404,2
20120102,2
20150707,3
20080217,2
20060212,2
20150107,1
20130608,2
20140112,1
20160923,1
20121103,1
20161205,2
20060322,2
20080102,1
20060802,3
20080305,1
20080301,2
20121019,2
20190310,2
20190603,2
20110224,2
20130508,1
20111006,1
20150218,3
20140424,2
20171208,3
20070308,3
20190420,2
20101124,2
20140405,1
20070917,1
20160921,4
20120309,1
20150910,1
20150520,1
20160714,1
20110922,2
20150916,1
20120430,1
20100910,3
20060516,1
20170315,2
20150618,2
20090125,2
20110331,1
20160727,1
20060412,1
20180316,1
20100213,1
20160302,1
20190201,1
20140904,1
20160327,2
20150519,3
20130301,2
20080723,1
20100312,2
20150422,1
20090302,2
20090422,1
20160919,1
20161107,1
20181105,2
20120413,1
20120107,3
20180105,1
20190217,2
20191229,1
20200508,1
20070117,1
20200316,1
20080623,2
20171013,3
20200301,1
20130514,2
20110929,2
20201201,2
20160124,1
20130826,3
20190223,2
20200604,2
20110310,2
20120214,1
20130125,1
20060126,1
20171021,2
20190701,2
20100818,1
20160323,1
20191030,1
20130504,1
20170802,1
20190814,2
20081203,2
20200518,1
20130210,2
20101017,2
20141224,1
20081210,3
20131106,1
20070821,1
20130922,1
20190326,1
20131101,3
20060720,1
20140501,1
20140324,1
20160208,1
20150320,1
20160512,1
20070905,2
20170930,1
20171119,1
20140415,2
20090618,2
20200404,1
20190910,1
20110209,2
20100107,1
20170813,2
20120411,2
20151115,3
20121129,2
20111207,1
20171114,1
20200222,1
20140522,1
20200207,1
20100408,1
20141013,2
20161111,1
20150420,1
20120913,1
20140215,1
20070425,1
20130523,1
20110404,1
20180421,1
20190401,1
20070130,1
20160710,2
20160418,1
20070318,2
20090803,2
20100504,1
20101123,2
20060804,1
20160201,1
20131218,1
20160806,4
20060701,2
20160517,2
20200319,1
20110324,1
20091223,1
20090902,1
20191125,1
20151114,1
20070429,1
20140529,1
20121228,2
20071207,1
20201102,2
20191126,1
20081030,1
20160811,3
20160628,1
20121116,1
20191007,2
20150827,1
20170111,1
20160503,2
20180318,1
20101008,1
20180310,2
20120829,1
20180925,1
20100513,1
20160127,1
20170113,1
20101104,1
20180303,1
20140514,1
20100223,1
20121105,1
20180930,1
20200402,1
20130426,1
20160606,2
20140914,1
20150410,2
20170512,1
20180814,1
20190702,1
20170206,1
20090504,1
20070213,1
20090223,1
20150317,2
20140814,1
20180329,1
20170224,1
20170927,1
20180702,1
20170328,2
20130215,2
20180215,1
20110314,1
20060519,1
20170712,2
20131125,1
20160617,1
20150430,1
20190514,1
20110422,1
20171007,1
20080430,2
20180510,1
20190930,1
20200211,1
20110125,1
20140211,1
20191001,1
20170525,2
20110217,2
20201016,1
20180928,1
20060407,1
20191130,1
20171022,1
20130222,1
20130313,1
20161202,1
20200223,1
20161213,2
20191208,1
20191123,1
20131013,1
20180425,1
20111019,1
20100524,1
20070613,1
20130805,1
20180221,1
20140928,2
20200323,1
20140924,1
20170217,1
20181207,1
20201215,2
20180816,2
20201217,1
20190216,1
20200922,2
20201202,1
20170715,1
20140307,1
20090430,1
20160430,1
20180411,1
20140117,1
20070222,1
20131002,1
20170303,1
20171201,1
20140217,2
20130618,1
20170908,1
20160202,1
20190905,1
20150202,1
20191017,1
20080709,1
20100127,1
20090518,1
20170120,1
20170523,1
20150324,1
20160622,1
20150602,2
20200723,1
20190417,1
20141007,1
20140408,1
20110208,1
20130801,1
20130117,1
20140228,1
20191022,1
20131022,1
20130716,1
20151118,1
20070412,1
20090604,1
20130430,1
20110330,1
20100701,1
20070501,1
20121207,1
20160831,1
20081128,1
20161228,1
20171214,1
20120806,1
20151029,1
20080116,1
20160429,1
20130528,1
20090309,1
20190925,1
20170209,1
20141030,1
20120503,1
20170906,1
20060509,1
20160426,1
20090904,1
20140106,1
20180503,1
20090512,1
20061017,1
20180403,1
20110614,1
20140212,1
20121115,1
20191214,1
